category,collection,name,slug,image,short_description,description,price,available,handle
dinosaur,dinosaur,Reobrix Three-Variable Tyrannosaurus Rex,reobrix-33002-three-variable-tyrannosaurus-rex,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-1.jpg?v=1710398052,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33002</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 940 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 33*22.5*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",0,TRUE,reobrix-33002-three-variable-tyrannosaurus-rex
,,,reobrix-33002-three-variable-tyrannosaurus-rex,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-2.jpg?v=1710398051,,,0,TRUE,reobrix-33002-three-variable-tyrannosaurus-rex
,,,reobrix-33002-three-variable-tyrannosaurus-rex,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-3.jpg?v=1710398051,,,0,TRUE,reobrix-33002-three-variable-tyrannosaurus-rex
,,,reobrix-33002-three-variable-tyrannosaurus-rex,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-4.jpg?v=1710398052,,,0,TRUE,reobrix-33002-three-variable-tyrannosaurus-rex
,,,reobrix-33002-three-variable-tyrannosaurus-rex,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-5.jpg?v=1710398051,,,0,TRUE,reobrix-33002-three-variable-tyrannosaurus-rex
building block gun,building block gun,Reobrix Super Shorty,reobrix-77002-super-dwarf,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSuperDwarf-1.jpg?v=1710379121,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 77002</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 882 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 47*30*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: <span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">Due to new shipping and customs regulations, our building block sets with gun images will now be shipped in plain cardboard boxes or other alternative packaging. We appreciate your understanding as we implement this necessary change to ensure smooth delivery.</strong></span></p>",0,TRUE,reobrix-77002-super-dwarf
,,,reobrix-77002-super-dwarf,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSuperDwarf-2.jpg?v=1710379123,,,0,TRUE,reobrix-77002-super-dwarf
,,,reobrix-77002-super-dwarf,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSuperDwarf-3.jpg?v=1710379122,,,0,TRUE,reobrix-77002-super-dwarf
,,,reobrix-77002-super-dwarf,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSuperDwarf-4.jpg?v=1710379122,,,0,TRUE,reobrix-77002-super-dwarf
,,,reobrix-77002-super-dwarf,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSuperDwarf-5.jpg?v=1710379122,,,0,TRUE,reobrix-77002-super-dwarf
building block gun,building block gun,Reobrix Super Magnum,reobrix-77026-awm,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAwm-1.jpg?v=1710383765,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 77026</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1336 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 58*30*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: <span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">Due to new shipping and customs regulations, our building block sets with gun images will now be shipped in plain cardboard boxes or other alternative packaging. We appreciate your understanding as we implement this necessary change to ensure smooth delivery.</strong></span></p>",0,TRUE,reobrix-77026-awm
,,,reobrix-77026-awm,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAwm-2.jpg?v=1710383766,,,0,TRUE,reobrix-77026-awm
,,,reobrix-77026-awm,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAwm-3.jpg?v=1710383765,,,0,TRUE,reobrix-77026-awm
,,,reobrix-77026-awm,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAwm-4.jpg?v=1710383764,,,0,TRUE,reobrix-77026-awm
,,,reobrix-77026-awm,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAwm-5.jpg?v=1710383766,,,0,TRUE,reobrix-77026-awm
motorcycle,motorcycle,Reobrix Viper - Static Version,reobrix-683-viper-static-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-1.jpg?v=1710324216,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 683</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 419 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",0,TRUE,reobrix-683-viper-static-version
,,,reobrix-683-viper-static-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-2.jpg?v=1710324216,,,0,TRUE,reobrix-683-viper-static-version
,,,reobrix-683-viper-static-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-3.jpg?v=1710324217,,,0,TRUE,reobrix-683-viper-static-version
,,,reobrix-683-viper-static-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-4.jpg?v=1710324215,,,0,TRUE,reobrix-683-viper-static-version
